"GEOID","NAME","UATYPE","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","clusters"
51513,"Los Molinos, CA Urban Cluster","C",8307119,13407,3.207,0.005,40.036074,-122.110012,15
51580,"Louisa, KY--WV Urban Cluster","C",9283137,477873,3.584,0.185,38.110053,-82.603837,1
51607,"Louisburg, KS Urban Cluster","C",5469344,142277,2.112,0.055,38.617278,-94.676962,1
51634,"Louisburg, NC Urban Cluster","C",6242530,20858,2.41,0.008,36.097746,-78.301598,1
51661,"Louisiana, MO Urban Cluster","C",4518638,0,1.745,0,39.443045,-91.059805,1
51688,"Louisville, GA Urban Cluster","C",6188849,114581,2.39,0.044,33.004542,-82.399173,1
51742,"Louisville, MS Urban Cluster","C",10099536,63237,3.899,0.024,33.126772,-89.061107,1
51755,"Louisville/Jefferson County, KY--IN Urbanized Area","U",1234784028,30774391,476.753,11.882,38.231308,-85.674586,1
51769,"Lovington, NM Urban Cluster","C",18210177,63300,7.031,0.024,32.950726,-103.349534,3
51796,"Lowell, IN Urban Cluster","C",13067526,71984,5.045,0.028,41.299639,-87.417441,1
51823,"Lowell, MI Urban Cluster","C",12495282,242424,4.824,0.094,42.934168,-85.388325,1
51850,"Lowville, NY Urban Cluster","C",4591609,0,1.773,0,43.787392,-75.486193,1
51877,"Lubbock, TX Urbanized Area","U",249849452,2052539,96.467,0.792,33.559247,-101.893174,3
51904,"Lucasville, OH Urban Cluster","C",5446110,13259,2.103,0.005,38.884861,-82.965121,1
51920,"Lucedale, MS Urban Cluster","C",6536445,0,2.524,0,30.908997,-88.598765,1
51958,"Ludington, MI Urban Cluster","C",21845580,585205,8.435,0.226,43.962538,-86.430986,1
51985,"Lufkin, TX Urban Cluster","C",99525572,655168,38.427,0.253,31.334315,-94.738812,1
52001,"Lula, GA Urban Cluster","C",7379704,22702,2.849,0.009,34.389996,-83.672359,1
52039,"Luling, TX Urban Cluster","C",7569833,0,2.923,0,29.681389,-97.645811,1
52066,"Lumberton, NC Urban Cluster","C",69029727,332916,26.653,0.129,34.638149,-79.017383,1
52093,"Luray, VA Urban Cluster","C",10095235,56051,3.898,0.022,38.664776,-78.45099,1
52147,"Luverne, MN Urban Cluster","C",5204991,10612,2.01,0.004,43.655807,-96.211957,1
52174,"Lykens, PA Urban Cluster","C",5002763,0,1.932,0,40.573655,-76.699208,1
52201,"Lynchburg, VA Urbanized Area","U",230002574,1384313,88.804,0.534,37.390809,-79.207053,1
52228,"Lynden, WA Urban Cluster","C",24134136,334157,9.318,0.129,48.926016,-122.470877,2
52255,"Lyndonville, VT Urban Cluster","C",5668142,50730,2.188,0.02,44.527868,-72.007642,1
52309,"Lyons, KS Urban Cluster","C",4512304,0,1.742,0,38.344094,-98.203834,1
52341,"Lytle, TX Urban Cluster","C",10894775,131980,4.206,0.051,29.224268,-98.807505,1
52352,"Mabton, WA Urban Cluster","C",1863013,0,0.719,0,46.212947,-119.996102,26
52363,"McAlester, OK Urban Cluster","C",26826251,80188,10.358,0.031,34.930036,-95.755751,1
52390,"McAllen, TX Urbanized Area","U",927416656,2432845,358.078,0.939,26.241434,-98.17489,1
52417,"Macclenny, FL Urban Cluster","C",25027129,0,9.663,0,30.26719,-82.137624,1
52471,"McComb, MS Urban Cluster","C",33525909,293513,12.944,0.113,31.249583,-90.454095,1
52498,"McConnelsville, OH Urban Cluster","C",3612492,336697,1.395,0.13,39.656032,-81.859625,1
52525,"McCook, NE Urban Cluster","C",12021739,0,4.642,0,40.205058,-100.618294,3
52552,"McFarland, CA Urban Cluster","C",9922670,0,3.831,0,35.675268,-119.222215,15
52579,"McGehee, AR Urban Cluster","C",6941464,0,2.68,0,33.621951,-91.39399,1
52606,"McGregor, TX Urban Cluster","C",5847649,0,2.258,0,31.437262,-97.406963,1
52633,"McKenzie, TN Urban Cluster","C",10165698,0,3.925,0,36.135875,-88.512181,1
52660,"Mackinaw, IL Urban Cluster","C",5931379,355120,2.29,0.137,40.548732,-89.336179,1
52687,"McKinney, TX Urbanized Area","U",191803560,1790935,74.056,0.691,33.204323,-96.676585,1
52714,"McLeansboro, IL Urban Cluster","C",3884218,14325,1.5,0.006,38.093767,-88.538464,1
52741,"McMinnville, OR Urban Cluster","C",38105686,0,14.713,0,45.213913,-123.174315,2
52768,"McMinnville, TN Urban Cluster","C",34397700,0,13.281,0,35.684072,-85.784483,1
52795,"Macomb, IL Urban Cluster","C",22612286,18498,8.731,0.007,40.460677,-90.676698,1
52822,"Macon, GA Urbanized Area","U",253860166,2395165,98.016,0.925,32.833366,-83.670808,1
52849,"Macon, MS Urban Cluster","C",5499962,0,2.124,0,33.114096,-88.556125,1
52876,"Macon, MO Urban Cluster","C",7767196,1152,2.999,0,39.743122,-92.470522,1
52903,"McPherson, KS Urban Cluster","C",17981560,112121,6.943,0.043,38.370945,-97.662215,1
52930,"McRae, GA Urban Cluster","C",13600266,116151,5.251,0.045,32.062814,-82.894329,1
52984,"Madera, CA Urbanized Area","U",57996923,0,22.393,0,36.971732,-120.063828,15
53011,"Madill, OK Urban Cluster","C",6097311,174,2.354,0,34.092221,-96.779728,1
53038,"Madison, FL Urban Cluster","C",5181935,87915,2.001,0.034,30.465795,-83.413508,1
53065,"Madison, GA Urban Cluster","C",10877723,93952,4.2,0.036,33.591532,-83.470712,1
53092,"Madison, IN--KY Urban Cluster","C",35701563,863610,13.784,0.333,38.774141,-85.375692,1
53146,"Madison, SD Urban Cluster","C",7345940,0,2.836,0,44.00595,-97.116445,1
53173,"Madison, WV Urban Cluster","C",10594205,306100,4.09,0.118,38.062007,-81.82687,1
53200,"Madison, WI Urbanized Area","U",391112677,17787058,151.009,6.868,43.123585,-89.360564,1
53227,"Madisonville, KY Urban Cluster","C",48967286,535443,18.906,0.207,37.322816,-87.49367,1
53254,"Madisonville, TN Urban Cluster","C",16446564,0,6.35,0,35.516877,-84.360386,1
53281,"Madisonville, TX Urban Cluster","C",10269375,125168,3.965,0.048,30.954018,-95.909285,1
53308,"Madras, OR Urban Cluster","C",13793512,0,5.326,0,44.621499,-121.13653,25
53335,"Magee, MS Urban Cluster","C",7494053,0,2.893,0,31.875442,-89.730273,1
53362,"Magnolia, AR Urban Cluster","C",19491420,20235,7.526,0.008,33.274019,-93.23365,1
53372,"Magnolia, TX Urban Cluster","C",9818222,37416,3.791,0.014,30.214692,-95.747543,1
53416,"Mahomet, IL Urban Cluster","C",17733232,296204,6.847,0.114,40.198851,-88.387545,1
53443,"Maiden, NC Urban Cluster","C",10852999,32440,4.19,0.013,35.575257,-81.209236,1
53470,"Malakoff, TX Urban Cluster","C",8150495,25077,3.147,0.01,32.173315,-96.021051,1
53497,"Malden, MO Urban Cluster","C",8087351,0,3.123,0,36.567501,-89.975764,1
53524,"Malone, NY Urban Cluster","C",14699902,124628,5.676,0.048,44.865941,-74.304641,1
53551,"Malvern, AR Urban Cluster","C",24615862,14127,9.504,0.005,34.360565,-92.811575,1
53578,"Malvern, OH Urban Cluster","C",7124499,1973128,2.751,0.762,40.672904,-81.188295,1
53605,"Mammoth Lakes, CA Urban Cluster","C",8605120,2480,3.322,0.001,37.642582,-118.978781,93
53632,"Mamou, LA Urban Cluster","C",5715316,0,2.207,0,30.625738,-92.415375,1
53659,"Manchester, GA Urban Cluster","C",10263975,36356,3.963,0.014,32.853763,-84.622843,1
53686,"Manchester, IA Urban Cluster","C",6846460,0,2.643,0,42.492553,-91.455026,1
53713,"Manchester, KY Urban Cluster","C",11361775,100311,4.387,0.039,37.155758,-83.770071,1
53726,"Manchester, MD Urban Cluster","C",7606367,12419,2.937,0.005,39.66167,-76.88785,1
53740,"Manchester, NH Urbanized Area","U",223234081,4163335,86.191,1.607,42.991043,-71.479666,1
53767,"Manchester, TN Urban Cluster","C",27523401,14083,10.627,0.005,35.480117,-86.072463,1
53794,"Mandeville--Covington, LA Urbanized Area","U",169914287,1982621,65.604,0.765,30.433677,-90.107066,1
53821,"Mangum, OK Urban Cluster","C",3687881,0,1.424,0,34.877401,-99.504709,1
53848,"Manhattan, KS Urbanized Area","U",53469028,373381,20.645,0.144,39.193688,-96.591497,1
53875,"Manila, AR Urban Cluster","C",4414745,0,1.705,0,35.882371,-90.170374,1
53902,"Manistee, MI Urban Cluster","C",19596974,1440566,7.566,0.556,44.242833,-86.311777,1
53929,"Manistique, MI Urban Cluster","C",8972506,381263,3.464,0.147,45.965465,-86.256495,1
53956,"Manitowoc, WI Urban Cluster","C",64467152,1862309,24.891,0.719,44.116625,-87.653914,1
53983,"Mankato, MN Urbanized Area","U",68267829,700445,26.358,0.27,44.166448,-93.991141,1
54010,"Mannford, OK Urban Cluster","C",7492060,822526,2.893,0.318,36.128101,-96.349788,1
54037,"Manning, SC Urban Cluster","C",10476348,26703,4.045,0.01,33.693581,-80.221119,1
54050,"Manor, TX Urban Cluster","C",9542546,0,3.684,0,30.357145,-97.528603,1
54064,"Mansfield, LA Urban Cluster","C",10428665,22624,4.027,0.009,32.03258,-93.70305,1
54091,"Mansfield, OH Urbanized Area","U",130301144,273944,50.31,0.106,40.75518,-82.53038,1
54118,"Mansfield, PA Urban Cluster","C",5320623,0,2.054,0,41.80981,-77.07832,1
54145,"Manteca, CA Urbanized Area","U",56342285,1104551,21.754,0.426,37.78645,-121.2046,15
54199,"Manteo, NC Urban Cluster","C",11800691,9205670,4.556,3.554,35.92502,-75.76314,84
54226,"Manti, UT Urban Cluster","C",4208552,0,1.625,0,39.26425,-111.6383,47
54253,"Many, LA Urban Cluster","C",6105445,0,2.357,0,31.5667,-93.47412,1
54280,"Maquoketa, IA Urban Cluster","C",7301374,0,2.819,0,42.06575,-90.66777,1
54295,"Marana West, AZ Urban Cluster","C",7696004,0,2.971,0,32.43524,-111.2164,17
54307,"Marathon, FL Urban Cluster","C",21277635,944645,8.215,0.365,24.73234,-81.02511,1
54334,"Marble Falls, TX Urban Cluster","C",9420501,68649,3.637,0.027,30.57775,-98.27972,1
54388,"Marengo, IL Urban Cluster","C",9189173,0,3.548,0,42.24905,-88.60713,1
54415,"Marianna, AR Urban Cluster","C",5531000,0,2.136,0,34.7723,-90.76497,1
54442,"Marianna, FL Urban Cluster","C",13951038,19055,5.387,0.007,30.77466,-85.24048,1
54469,"Maricao, PR Urban Cluster","C",3384314,220,1.307,0,18.18453,-66.99161,4
54477,"Maricopa, AZ Urban Cluster","C",35432658,119502,13.681,0.046,33.06051,-112.0258,17
54486,"Marietta, OH--WV Urban Cluster","C",46579423,2911206,17.984,1.124,39.40792,-81.44632,1
54496,"Marinette--Menominee, WI--MI Urban Cluster","C",24491537,1241310,9.456,0.479,45.10135,-87.61673,1
54577,"Marion, IN Urban Cluster","C",58648984,225792,22.645,0.087,40.54383,-85.66161,1
54604,"Marion, KY Urban Cluster","C",4321172,17832,1.668,0.007,37.3324,-88.07899,1
54631,"Marion, NC Urban Cluster","C",40795831,182887,15.751,0.071,35.69056,-82.01408,1
54658,"Marion, OH Urban Cluster","C",71883264,141562,27.754,0.055,40.58005,-83.11425,1
54685,"Marion, SC Urban Cluster","C",11605978,0,4.481,0,34.17353,-79.39748,1
54712,"Marion, VA Urban Cluster","C",15404120,55472,5.948,0.021,36.84209,-81.50196,1
54739,"Marion Oaks, FL Urban Cluster","C",37119917,16200,14.332,0.006,29.00559,-82.19585,1
54778,"Marks, MS Urban Cluster","C",6336027,0,2.446,0,34.208,-90.2843,1
54793,"Marksville, LA Urban Cluster","C",16321969,0,6.302,0,31.10881,-92.05944,1
54820,"Marlin, TX Urban Cluster","C",9883950,156854,3.816,0.061,31.31102,-96.89123,1
54847,"Marlow, OK Urban Cluster","C",4740613,0,1.83,0,34.6469,-97.95946,1
54874,"Marquette, MI Urban Cluster","C",40601384,1303253,15.676,0.503,46.53688,-87.39875,1
54901,"Marseilles, IL Urban Cluster","C",5244812,122522,2.025,0.047,41.3314,-88.70503,1
54928,"Marshall, IL Urban Cluster","C",6284306,0,2.426,0,39.39329,-87.69331,1
54955,"Marshall, MI Urban Cluster","C",11822929,74885,4.565,0.029,42.27511,-84.96641,1
54982,"Marshall, MN Urban Cluster","C",17759708,0,6.857,0,44.4471,-95.78758,1
55009,"Marshall, MO Urban Cluster","C",16073128,121174,6.206,0.047,39.11389,-93.19641,1
55036,"Marshall, TX Urban Cluster","C",47080417,54941,18.178,0.021,32.53527,-94.35227,1
55063,"Marshall, WI Urban Cluster","C",3640009,187143,1.405,0.072,43.17119,-89.06466,1
55090,"Marshalltown, IA Urban Cluster","C",29654278,21405,11.45,0.008,42.03914,-92.91717,1
55117,"Marshfield, MO Urban Cluster","C",11051868,6830,4.267,0.003,37.34012,-92.90801,1
55144,"Marshfield, WI Urban Cluster","C",30866464,70991,11.918,0.027,44.65961,-90.16762,1
55171,"Martin, TN Urban Cluster","C",23104694,44697,8.921,0.017,36.33979,-88.85283,1
55198,"Martinsburg, PA Urban Cluster","C",5030726,0,1.942,0,40.30282,-78.32291,1
55225,"Martinsville, IN Urban Cluster","C",16655269,251152,6.431,0.097,39.42542,-86.41946,1
55252,"Martinsville, VA Urban Cluster","C",110047524,620558,42.49,0.24,36.69538,-79.8981,1
55279,"Marysville, KS Urban Cluster","C",3906174,1738,1.508,0.001,39.84539,-96.64257,1
55306,"Marysville, OH Urban Cluster","C",26781607,352713,10.34,0.136,40.23606,-83.37004,1
55333,"Marysville, WA Urbanized Area","U",211892371,8464487,81.812,3.268,48.05287,-122.1457,2
55360,"Maryville, MO Urban Cluster","C",14005390,81971,5.408,0.032,40.3454,-94.87119,1
55375,"Mascoutah, IL Urban Cluster","C",7559013,11488,2.919,0.004,38.49804,-89.80248,1
55414,"Mason City, IA Urban Cluster","C",41117187,770651,15.875,0.298,43.14965,-93.19523,1
55441,"Masontown, PA Urban Cluster","C",6968906,0,2.691,0,39.85468,-79.89692,1
55468,"Massena, NY Urban Cluster","C",15873675,623591,6.129,0.241,44.93336,-74.89006,1
55495,"Mathis, TX Urban Cluster","C",10353729,25897,3.998,0.01,28.10404,-97.84231,1
55522,"Mattawa, WA Urban Cluster","C",1617948,0,0.625,0,46.73559,-119.9024,26
55576,"Mattoon, IL Urban Cluster","C",27600647,57190,10.657,0.022,39.47425,-88.36737,1
55603,"Mauldin--Simpsonville, SC Urbanized Area","U",216481440,1337627,83.584,0.516,34.76655,-82.25596,1
55684,"Mauston, WI Urban Cluster","C",6597989,0,2.547,0,43.79732,-90.07337,1
55738,"Mayagüez, PR Urbanized Area","U",139216444,87505,53.752,0.034,18.18659,-67.10115,4
55750,"Maybrook, NY Urban Cluster","C",2303411,0,0.889,0,41.49168,-74.21324,1
55765,"Mayfield, KY Urban Cluster","C",19642395,128595,7.584,0.05,36.73543,-88.64227,1
55792,"Mayodan, NC Urban Cluster","C",9010199,20003,3.479,0.008,36.41622,-79.96375,1
55819,"Maysville, KY--OH Urban Cluster","C",19513417,375150,7.534,0.145,38.65862,-83.76815,1
55846,"Mayville, WI Urban Cluster","C",6118353,229895,2.362,0.089,43.49601,-88.54773,1
55860,"Mazomanie, WI Urban Cluster","C",4696584,67911,1.813,0.026,43.1695,-89.79081,1
55900,"Meadville, PA Urban Cluster","C",46513943,117594,17.959,0.045,41.61924,-80.15242,1
55927,"Mecca, CA Urban Cluster","C",10107966,0,3.903,0,33.55833,-116.0872,15
55981,"Medford, OR Urbanized Area","U",167652164,646725,64.731,0.25,42.33644,-122.8442,15
56008,"Medford, WI Urban Cluster","C",6656832,74100,2.57,0.029,45.13785,-90.34587,1
56023,"Medical Lake, WA Urban Cluster","C",5243272,496996,2.024,0.192,47.5722,-117.6855,34
56035,"Medina, NY Urban Cluster","C",12990567,169724,5.016,0.066,43.21805,-78.40565,1
56072,"Medina, TN Urban Cluster","C",6482429,40425,2.503,0.016,35.82768,-88.79822,1
56089,"Melrose, MN Urban Cluster","C",3400254,310676,1.313,0.12,45.67611,-94.81602,1
56116,"Memphis, TN--MS--AR Urbanized Area","U",1288253691,9399928,497.398,3.629,35.09507,-89.91786,1
56143,"Mena, AR Urban Cluster","C",12292472,88928,4.746,0.034,34.58083,-94.2371,1
56170,"Mendota, CA Urban Cluster","C",5267159,8333,2.034,0.003,36.75643,-120.3844,15
56197,"Mendota, IL Urban Cluster","C",7282152,70458,2.812,0.027,41.55261,-89.11873,1
56224,"Menomonie, WI Urban Cluster","C",30150278,4445358,11.641,1.716,44.90059,-91.89908,1
56251,"Merced, CA Urbanized Area","U",122967004,11735,47.478,0.005,37.33096,-120.5257,15
56278,"Mercer, PA Urban Cluster","C",3935434,0,1.519,0,41.22517,-80.24005,1
56305,"Meridian, MS Urban Cluster","C",83662557,863509,32.302,0.333,32.39023,-88.69971,1
56359,"Merrill, WI Urban Cluster","C",18340598,1357218,7.081,0.524,45.18179,-89.6944,1
56386,"Mescalero Park, TX Urban Cluster","C",11086102,0,4.28,0,35.0576,-101.9074,3
56413,"Mesquite, NV--AZ Urban Cluster","C",19891444,0,7.68,0,36.81011,-114.079,94
56440,"Metamora, IL Urban Cluster","C",5381362,9658,2.078,0.004,40.796,-89.36858,1
56467,"Metropolis, IL Urban Cluster","C",8712270,10270,3.364,0.004,37.15875,-88.72848,1
56494,"Metter, GA Urban Cluster","C",7793110,42158,3.009,0.016,32.39995,-82.0633,1
56521,"Mexia, TX Urban Cluster","C",11782165,70118,4.549,0.027,31.6792,-96.47875,1
56548,"Mexico, MO Urban Cluster","C",15139917,51277,5.846,0.02,39.1688,-91.88687,1
56575,"Meyersdale, PA Urban Cluster","C",4053686,0,1.565,0,39.81071,-79.02271,1
56602,"Miami, FL Urbanized Area","U",3203330250,195949623,1236.813,75.657,26.17562,-80.23143,1
56629,"Miami, OK Urban Cluster","C",20771779,46946,8.02,0.018,36.88931,-94.87318,1
56656,"Michigan City--La Porte, IN--MI Urbanized Area","U",100976610,3563075,38.987,1.376,41.66738,-86.80857,1
56710,"Middlebury, IN Urban Cluster","C",11440752,24854,4.417,0.01,41.67204,-85.71479,1
56737,"Middlebury, VT Urban Cluster","C",8855328,114769,3.419,0.044,44.01255,-73.16558,1
56764,"Middlefield, OH Urban Cluster","C",15844430,141593,6.118,0.055,41.45665,-81.0919,1
56791,"Middleport, OH--WV Urban Cluster","C",18147110,3415669,7.007,1.319,39.03467,-82.03242,1
56818,"Middlesborough, KY--TN--VA Urban Cluster","C",31714621,267950,12.245,0.103,36.61802,-83.71106,1
56845,"Middletown, DE Urban Cluster","C",45593551,149087,17.604,0.058,39.44731,-75.67529,1
56872,"Middletown, IN Urban Cluster","C",3609052,5164,1.393,0.002,40.06141,-85.54154,1
56899,"Middletown, NY Urbanized Area","U",81084569,452526,31.307,0.175,41.45029,-74.38964,1
56926,"Middletown, OH Urbanized Area","U",145485269,2119264,56.172,0.818,39.52033,-84.36342,1
56953,"Middleville, MI Urban Cluster","C",4553602,127021,1.758,0.049,42.72422,-85.46836,1
56980,"Midland, MI Urbanized Area","U",116220360,3757876,44.873,1.451,43.6163,-84.21988,1
57007,"Midland, TX Urbanized Area","U",137281232,128135,53.005,0.049,31.99714,-102.1068,3
57061,"Mifflinburg, PA Urban Cluster","C",6826983,14764,2.636,0.006,40.92363,-77.04463,1
57069,"Mifflintown, PA Urban Cluster","C",11291487,618517,4.36,0.239,40.5456,-77.40311,1
57079,"Milaca, MN Urban Cluster","C",4584646,3071,1.77,0.001,45.7597,-93.64405,1
57088,"Milan, MI Urban Cluster","C",8315691,185009,3.211,0.071,42.08489,-83.67825,1
57115,"Milan, TN Urban Cluster","C",13654838,0,5.272,0,35.91168,-88.75943,1
57142,"Milbank, SD Urban Cluster","C",5417148,0,2.092,0,45.21734,-96.63505,1
57169,"Miles City, MT Urban Cluster","C",18181281,85225,7.02,0.033,46.4032,-105.835,95
57196,"Milford, DE Urban Cluster","C",46046236,1002281,17.779,0.387,38.89603,-75.41103,1
57206,"Milford, NJ--PA Urban Cluster","C",6161777,717629,2.379,0.277,40.55522,-75.08008,1
57223,"Milledgeville, GA Urban Cluster","C",88140965,1937093,34.031,0.748,33.1083,-83.24675,1
57250,"Millen, GA Urban Cluster","C",6652833,9352,2.569,0.004,32.80435,-81.94037,1
57277,"Millersburg, OH Urban Cluster","C",4549399,10387,1.757,0.004,40.55397,-81.91565,1
57304,"Millersburg, PA Urban Cluster","C",5524630,0,2.133,0,40.54089,-76.95356,1
57331,"Millinocket, ME Urban Cluster","C",4972028,43379,1.92,0.017,45.6548,-68.70362,1
57358,"Millsboro, DE Urban Cluster","C",27875346,2253,10.763,0.001,38.56889,-75.27991,1
57368,"Millsboro, PA Urban Cluster","C",6679495,1067860,2.579,0.412,39.98603,-79.97824,1
57385,"Millstadt, IL Urban Cluster","C",4279339,111952,1.652,0.043,38.454,-90.09027,1
57395,"Milton, DE Urban Cluster","C",3106988,167254,1.2,0.065,38.77908,-75.31265,1
57402,"Milton, VT Urban Cluster","C",24797243,137350,9.574,0.053,44.64601,-73.12494,1
57439,"Milton--Lewisburg, PA Urban Cluster","C",57147426,1533075,22.065,0.592,40.94736,-76.85692,1
57466,"Milwaukee, WI Urbanized Area","U",1413396283,49373945,545.715,19.063,43.05567,-88.10052,1
57493,"Minden, LA Urban Cluster","C",25464854,100989,9.832,0.039,32.60997,-93.28607,1
57520,"Minden, NE Urban Cluster","C",3660603,0,1.413,0,40.49748,-98.95125,1
57547,"Mineola, TX Urban Cluster","C",15730849,311035,6.074,0.12,32.673,-95.49315,1
57574,"Mineral Wells, TX Urban Cluster","C",22021462,67344,8.503,0.026,32.80877,-98.0988,1
57601,"Minerva, OH Urban Cluster","C",6030679,0,2.328,0,40.73236,-81.09333,1
57628,"Minneapolis--St. Paul, MN--WI Urbanized Area","U",2646732900,231694474,1021.909,89.458,44.97816,-93.2798,1
57655,"Minot, ND Urban Cluster","C",58125845,95924,22.443,0.037,48.23388,-101.2877,96
57682,"Minot AFB, ND Urban Cluster","C",10768939,0,4.158,0,48.41845,-101.3371,96
57709,"Mission Viejo--Lake Forest--San Clemente, CA Urbanized Area","U",389700207,2336741,150.464,0.902,33.5579,-117.6573,15
57736,"Missoula, MT Urbanized Area","U",117043126,620738,45.191,0.24,46.87396,-114.0342,50
57763,"Missouri Valley, IA Urban Cluster","C",3487530,0,1.347,0,41.56007,-95.89138,1
57790,"Mitchell, IN Urban Cluster","C",7711920,13824,2.978,0.005,38.73512,-86.47204,1
57817,"Mitchell, SD Urban Cluster","C",17741512,38227,6.85,0.015,43.71494,-98.02904,1
57844,"Moab, UT Urban Cluster","C",11046404,0,4.265,0,38.55976,-109.5336,31
57871,"Moapa Valley, NV Urban Cluster","C",19108570,0,7.378,0,36.57786,-114.4632,94
